timestamp,distress_score,distress_flag
2026-04-17T23:58:54.698184,0.0295,False
2026-04-17T23:58:54.756357,0.0299,False
2026-04-17T23:58:54.814574,0.0306,False
2026-04-17T23:58:54.874844,0.0304,False
2026-04-17T23:58:54.937355,0.0324,False
2026-04-17T23:58:54.995434,0.0335,False
2026-04-17T23:58:55.056889,0.0340,False
2026-04-17T23:58:55.117039,0.0316,False
2026-04-17T23:58:55.175555,0.0343,False
2026-04-17T23:58:55.239162,0.0339,False
2026-04-17T23:58:55.297428,0.0346,False
2026-04-17T23:58:55.356438,0.0325,False
2026-04-17T23:58:55.419754,0.0318,False
2026-04-17T23:58:55.475865,0.0296,False
2026-04-17T23:58:55.537301,0.0291,False
2026-04-17T23:58:55.593474,0.0293,False
2026-04-17T23:58:55.657174,0.0281,False
2026-04-17T23:58:55.716202,0.0313,False
2026-04-17T23:58:55.771829,0.0280,False
2026-04-17T23:58:55.839711,0.0280,False
2026-04-17T23:58:55.896194,0.0262,False
2026-04-17T23:58:55.963520,0.0250,False
2026-04-17T23:58:56.022343,0.0246,False
2026-04-17T23:58:56.080669,0.0251,False
2026-04-17T23:58:56.143801,0.0250,False
2026-04-17T23:58:56.200503,0.0257,False
2026-04-17T23:58:56.262569,0.0267,False
2026-04-17T23:58:56.322452,0.0267,False
2026-04-17T23:58:56.383583,0.0272,False
2026-04-17T23:58:56.441658,0.0267,False
2026-04-17T23:58:56.533614,0.0273,False
2026-04-17T23:58:56.637332,0.0269,False
2026-04-17T23:58:56.675844,0.0252,False
2026-04-17T23:58:56.740227,0.0258,False
2026-04-17T23:58:56.798935,0.0253,False
2026-04-17T23:58:56.859581,0.0253,False
2026-04-17T23:58:56.914135,0.0254,False
2026-04-17T23:58:56.979564,0.0272,False
2026-04-17T23:58:57.044268,0.0274,False
2026-04-17T23:58:57.103437,0.0280,False
2026-04-17T23:58:57.163102,0.0268,False
2026-04-17T23:58:57.222453,0.0273,False
2026-04-17T23:58:57.283336,0.0273,False
2026-04-17T23:58:57.342881,0.0269,False
2026-04-17T23:58:57.403502,0.0259,False
2026-04-17T23:58:57.464205,0.0263,False
2026-04-17T23:58:57.522147,0.0271,False
2026-04-17T23:58:57.582033,0.0265,False
2026-04-17T23:58:57.644905,0.0262,False
2026-04-17T23:58:57.703999,0.0262,False
2026-04-17T23:58:57.763895,0.0258,False
2026-04-17T23:58:57.825954,0.0254,False
2026-04-17T23:58:57.883794,0.0250,False
2026-04-17T23:58:57.951000,0.0253,False
2026-04-17T23:58:58.006314,0.0257,False
2026-04-17T23:58:58.061057,0.0248,False
2026-04-17T23:58:58.123830,0.0251,False
2026-04-17T23:58:58.185995,0.0252,False
2026-04-17T23:58:58.248484,0.0242,False
2026-04-17T23:58:58.312156,0.0236,False
2026-04-17T23:58:58.367475,0.0246,False
2026-04-17T23:58:58.430387,0.0239,False
2026-04-17T23:58:58.488964,0.0245,False
2026-04-17T23:58:58.548770,0.0257,False
2026-04-17T23:58:58.640857,0.0253,False
2026-04-17T23:58:58.736089,0.0253,False
2026-04-17T23:58:58.787279,0.0254,False
2026-04-17T23:58:58.849248,0.0252,False
2026-04-17T23:58:58.907811,0.0255,False
2026-04-17T23:58:58.967325,0.0246,False
2026-04-17T23:58:59.028299,0.0249,False
2026-04-17T23:58:59.088209,0.0251,False
2026-04-17T23:58:59.148832,0.0245,False
2026-04-17T23:58:59.209549,0.0244,False
2026-04-17T23:58:59.268431,0.0243,False
2026-04-17T23:58:59.329636,0.0247,False
2026-04-17T23:58:59.390580,0.0255,False
2026-04-17T23:58:59.452264,0.0248,False
2026-04-17T23:58:59.510716,0.0258,False
2026-04-17T23:58:59.572050,0.0261,False
2026-04-17T23:58:59.631896,0.0261,False
2026-04-17T23:58:59.693064,0.0249,False
2026-04-17T23:58:59.752473,0.0254,False
2026-04-17T23:58:59.813318,0.0254,False
2026-04-17T23:58:59.871724,0.0261,False
2026-04-17T23:58:59.929991,0.0265,False
2026-04-17T23:58:59.992335,0.0264,False
2026-04-17T23:59:00.049989,0.0260,False
2026-04-17T23:59:00.113607,0.0259,False
2026-04-17T23:59:00.176277,0.0259,False
2026-04-17T23:59:00.232125,0.0260,False
2026-04-17T23:59:00.295581,0.0265,False
2026-04-17T23:59:00.353028,0.0260,False
2026-04-17T23:59:00.412943,0.0265,False
2026-04-17T23:59:00.473910,0.0268,False
2026-04-17T23:59:00.533165,0.0262,False
2026-04-17T23:59:00.592899,0.0272,False
2026-04-17T23:59:00.654743,0.0263,False
2026-04-17T23:59:00.714402,0.0260,False
2026-04-17T23:59:00.809899,0.0261,False
2026-04-17T23:59:00.895883,0.0265,False
2026-04-17T23:59:00.949539,0.0267,False
2026-04-17T23:59:01.010009,0.0268,False
2026-04-17T23:59:01.068607,0.0270,False
2026-04-17T23:59:01.126848,0.0274,False
2026-04-17T23:59:01.186478,0.0276,False
2026-04-17T23:59:01.248268,0.0270,False
2026-04-17T23:59:01.310895,0.0267,False
2026-04-17T23:59:01.368791,0.0257,False
2026-04-17T23:59:01.427609,0.0256,False
2026-04-17T23:59:01.493033,0.0257,False
2026-04-17T23:59:01.551389,0.0253,False
2026-04-17T23:59:01.616418,0.0253,False
2026-04-17T23:59:01.669247,0.0261,False
2026-04-17T23:59:01.738219,0.0258,False
2026-04-17T23:59:01.794325,0.0260,False
2026-04-17T23:59:01.860733,0.0260,False
2026-04-17T23:59:01.917568,0.0261,False
2026-04-17T23:59:01.981201,0.0261,False
2026-04-17T23:59:02.036910,0.0267,False
2026-04-17T23:59:02.095452,0.0256,False
2026-04-17T23:59:02.156483,0.0279,False
2026-04-17T23:59:02.219983,0.0273,False
2026-04-17T23:59:02.279461,0.0276,False
2026-04-17T23:59:02.340469,0.0268,False
2026-04-17T23:59:02.391215,0.0261,False
2026-04-17T23:59:02.469681,0.0261,False
2026-04-17T23:59:02.515219,0.0263,False
2026-04-17T23:59:02.584340,0.0257,False
2026-04-17T23:59:02.637966,0.0265,False
2026-04-17T23:59:02.703956,0.0263,False
2026-04-17T23:59:02.758930,0.0268,False
2026-04-17T23:59:02.822932,0.0263,False
2026-04-17T23:59:02.881467,0.0266,False
2026-04-17T23:59:02.971761,0.0268,False
2026-04-17T23:59:03.076074,0.0271,False
2026-04-17T23:59:03.116982,0.0269,False
2026-04-17T23:59:03.186315,0.0264,False
2026-04-17T23:59:03.243522,0.0264,False
2026-04-17T23:59:03.303548,0.0265,False
2026-04-17T23:59:03.362064,0.0263,False
2026-04-17T23:59:03.423820,0.0263,False
2026-04-17T23:59:03.482048,0.0262,False
2026-04-17T23:59:03.541896,0.0262,False
2026-04-17T23:59:03.597385,0.0259,False
2026-04-17T23:59:03.651407,0.0258,False
2026-04-17T23:59:03.714121,0.0258,False
2026-04-17T23:59:03.770726,0.0257,False
2026-04-17T23:59:03.834081,0.0255,False
